Category,Function,File,Line,Code
Kerberos/LDAP,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,87,Property<Object> userModelProperty = userModelProperties.get(userModelAttrName.toLowerCase());
Kerberos/LDAP,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,116,Property<Object> userModelProperty = userModelProperties.get(userModelAttrName.toLowerCase());
Kerberos/LDAP,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,353,return value.toLowerCase();
Kerberos/LDAP,toUpperCase(),js/apps/admin-ui/test/user-federation/kerberos.spec.ts,17,const initCapProvider = provider.charAt(0).toUpperCase() + provider.slice(1);
Kerberos/LDAP,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/federation/ldap/LDAPSamlIdPInitiatedVaryingLetterCaseTest.java,85,private static final String USER_NAME_LOWERCASE = USER_NAME_LDAP.toLowerCase();
Kerberos/LDAP,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/federation/ldap/LDAPSamlIdPInitiatedVaryingLetterCaseTest.java,86,private static final String USER_NAME_UPPERCASE = USER_NAME_LDAP.toUpperCase();
Logging/Display,toLowerCase(),common/src/main/java/org/keycloak/common/Profile.java,322,"throw new ProfileException(""Versioned feature "" + f.getVersionedKey() + "" is not expected as "" + unversionedFeature + "" is already "" + unversionedConfig.name().toLowerCase());"
Logging/Display,toUpperCase(),federation/kerberos/src/main/java/org/keycloak/federation/kerberos/impl/KerberosUsernamePasswordAuthenticator.java,107,String message = le.getMessage().toUpperCase();
Logging/Display,toUpperCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/msad/MSADUserAccountControlStorageMapper.java,205,exceptionMessage = exceptionMessage.toUpperCase();
Logging/Display,toLowerCase(),js/apps/admin-ui/src/clients/authorization/policy/LogicSelector.tsx,39,label={t(`logicType.${type.toLowerCase()}`)}
Logging/Display,toLowerCase(),model/infinispan/src/main/java/org/keycloak/spi/infinispan/impl/embedded/CacheConfigurator.java,180,"throw new RuntimeException(""Unable to start Keycloak. '%s' cache must be replicated but is %s"".formatted(WORK_CACHE_NAME, cacheMode.friendlyCacheModeString().toLowerCase()));"
Logging/Display,toLowerCase(),quarkus/config-api/src/main/java/org/keycloak/config/LoggingOptions.java,246,.expectedValues(Arrays.stream(SyslogHandler.SyslogType.values()).map(f -> f.toString().toLowerCase()).toList())
Logging/Display,toLowerCase(),quarkus/config-api/src/main/java/org/keycloak/config/LoggingOptions.java,248,.defaultValue(SyslogHandler.SyslogType.RFC5424.toString().toLowerCase())
Logging/Display,toUpperCase(),quarkus/runtime/src/test/java/org/keycloak/quarkus/runtime/configuration/TracingConfigurationTest.java,204,"envVars.put(""KC_LOG_"" + loggerType.name().toUpperCase() + ""_INCLUDE_TRACE"", Boolean.toString(includeTrace));"
Logging/Display,toUpperCase(),quarkus/runtime/src/test/java/org/keycloak/quarkus/runtime/configuration/TracingConfigurationTest.java,205,"envVars.put(""KC_LOG_"" + loggerType.name().toUpperCase() + ""_INCLUDE_MDC"", Boolean.toString(includeMdc));"
Logging/Display,toUpperCase(),quarkus/runtime/src/test/java/org/keycloak/quarkus/runtime/configuration/TracingConfigurationTest.java,222,"envVars.put(""KC_LOG_"" + loggerType.name().toUpperCase() + ""_FORMAT"", ""someFormat"");"
Logging/Display,toLowerCase(),test-framework/core/src/main/java/org/keycloak/testframework/server/KeycloakServerConfigBuilder.java,148,"handlerLevels.put(handler.name().toLowerCase(), logLevel);"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/AbstractFirstBrokerLoginTest.java,1222,"assertEquals(""an email with instructions to link "" + bc.getIDPAlias() + "" account testuser with your consumer account has been sent to you."", idpLinkEmailPage.getMessage().toLowerCase());"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcFirstBrokerLoginTest.java,886,"logInWithIdp(bc.getIDPAlias(), expectedBrokeredUserName.toLowerCase(), BrokerTestConstants.USER_PASSWORD);"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcFirstBrokerLoginTest.java,912,"logInWithIdp(bc.getIDPAlias(), expectedBrokeredUserName.toLowerCase(), BrokerTestConstants.USER_PASSWORD);"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/federation/ldap/LDAPUserProfileTest.java,364,"loginPage.login(upperCaseUsername.toLowerCase(), ""Password1"");"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/federation/ldap/LDAPUserProfileTest.java,401,"loginPage.login(upperCaseUsername.toLowerCase(), ""Password1"");"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,469,"events.expectLogin().detail(""username"", username.toLowerCase()).user(userId).assertEvent();"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterWithUserProfileTest.java,699,"events.expectLogin().detail(""username"", username.toLowerCase()).user(userId).assertEvent();"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/oauth/AuthorizationCodeTest.java,304,".detail(OIDCLoginProtocol.RESPONSE_MODE_PARAM, OIDCResponseMode.FORM_POST.name().toLowerCase())"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/oauth/AuthorizationCodeTest.java,338,".detail(OIDCLoginProtocol.RESPONSE_MODE_PARAM, OIDCResponseMode.FORM_POST_JWT.name().toLowerCase())"
Logging/Display,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/oauth/ClientAuthSignedJWTTest.java,603,"assertError(response, ""client1"", OAuthErrorException.INVALID_CLIENT, AuthenticationFlowError.CLIENT_CREDENTIALS_SETUP_REQUIRED.toString().toLowerCase());"
Logging/Display,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/organization/broker/AbstractBrokerSelfRegistrationTest.java,689,"openIdentityFirstLoginPage(bc.getUserEmail().toUpperCase(), true, idp.getAlias(), false, false);"
Logging/Display,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/organization/broker/AbstractBrokerSelfRegistrationTest.java,691,"loginOrgIdp(bc.getUserEmail().toUpperCase(), bc.getUserEmail().toUpperCase(),true, true);"
Other,toLowerCase(),common/src/main/java/org/keycloak/common/Profile.java,201,"this.key = name().toLowerCase().replaceAll(""_"", ""-"");"
Other,toLowerCase(),common/src/main/java/org/keycloak/common/Version.java,43,Version.RESOURCES_VERSION = Version.VERSION.toLowerCase();
Other,toLowerCase(),common/src/main/java/org/keycloak/common/crypto/FipsMode.java,13,"this.optionName = name().toLowerCase().replace('_', '-');"
Other,toUpperCase(),common/src/main/java/org/keycloak/common/util/Environment.java,59,"if (provider.getName().toUpperCase().contains(""FIPS"")) return true;"
Other,toLowerCase(),common/src/main/java/org/keycloak/common/util/HostUtils.java,30,return getHostNameImpl().trim().toLowerCase();
Other,toLowerCase(),common/src/main/java/org/keycloak/common/util/KeystoreUtil.java,110,String ext = path.substring(lastDotIndex + 1).toLowerCase();
Other,toUpperCase(),common/src/main/java/org/keycloak/common/util/ObjectUtil.java,47,"return str.substring(0, 1).toUpperCase() + str.substring(1);"
Other,toLowerCase(),common/src/main/java/org/keycloak/common/util/UriUtils.java,120,String protocol = parsed.getProtocol().toLowerCase();
Other,toLowerCase(),core/src/main/java/org/keycloak/representations/workflows/MultivaluedHashMapValueSerializer.java,65,.map(name -> name.substring(3).toLowerCase()).collect(Collectors.toSet());
Other,toUpperCase(),core/src/main/java/org/keycloak/representations/workflows/WorkflowRepresentation.java,158,"return onEvent(String.join("" or "", operation).toUpperCase());"
Other,toLowerCase(),core/src/main/java/org/keycloak/sdjwt/vp/SdJwtVP.java,139,.orElse(JavaAlgorithm.SHA256.toLowerCase());
Other,toLowerCase(),core/src/main/java/org/keycloak/util/BasicAuthHelper.java,42,type = type.toLowerCase();
Other,toLowerCase(),crypto/default/src/main/java/org/keycloak/crypto/def/BCCertificateUtilsProvider.java,237,Arrays.stream(policies.getPolicyInformation()).forEach(p -> policyList.add(p.getPolicyIdentifier().toString().toLowerCase()));
Other,toLowerCase(),crypto/fips1402/src/main/java/org/keycloak/crypto/fips/BCFIPSCertificateUtilsProvider.java,239,Arrays.stream(policies.getPolicyInformation()).forEach(p -> policyList.add(p.getPolicyIdentifier().toString().toLowerCase()));
Other,toLowerCase(),crypto/fips1402/src/test/java/org/keycloak/crypto/fips/test/FIPS1402SslTest.java,117,"InputStream in = FIPS1402SslTest.class.getClassLoader().getResourceAsStream(""bcfips-keystore."" + type.toLowerCase());"
Other,toLowerCase(),docs/documentation/header-maven-plugin/src/main/java/sample/plugin/HeaderMojo.java,131,"return osName != null && osName.toLowerCase().startsWith(""windows"");"
Other,toUpperCase(),docs/maven-plugin/src/main/java/org/keycloak/guides/maven/Options.java,237,"return key.toUpperCase().replace('.', '_').replace('-', '_');"
Other,toLowerCase(),federation/sssd/src/main/java/org/freedesktop/dbus/annotations/PropertiesEmitsChangedSignal.java,37,return name().toLowerCase();
Other,toUpperCase(),federation/sssd/src/main/java/org/freedesktop/dbus/utils/Util.java,190,"return _str.substring(0, 1).toUpperCase() + _str.substring(1);"
Other,toUpperCase(),federation/sssd/src/main/java/org/freedesktop/dbus/utils/Util.java,213,replacement = replacement.toUpperCase();
Other,toLowerCase(),js/apps/account-ui/src/account-security/DeviceActivity.tsx,164,"{device.os.toLowerCase().includes(""unknown"")"
Other,toLowerCase(),js/apps/account-ui/src/account-security/DeviceActivity.tsx,167,"{!device.osVersion.toLowerCase().includes(""unknown"") &&"
Other,toLowerCase(),js/apps/admin-ui/src/authentication/components/modals/AddStepModal.tsx,94,const normalizedSearch = search.trim().toLowerCase();
Other,toLowerCase(),js/apps/admin-ui/src/authentication/components/modals/AddStepModal.tsx,98,displayName?.toLowerCase().includes(normalizedSearch) ||
Other,toLowerCase(),js/apps/admin-ui/src/authentication/components/modals/AddStepModal.tsx,99,"description?.toLowerCase().includes(normalizedSearch),"
Other,toUpperCase(),js/apps/admin-ui/src/clients/ClientDetails.tsx,232,"return sortBy(roles, (role) => role.name?.toUpperCase());"
Other,toLowerCase(),js/apps/admin-ui/src/clients/authorization/AuthorizationEvaluateResource.tsx,44,<Td id={resource.status?.toLowerCase()}>
Other,toLowerCase(),js/apps/admin-ui/src/clients/authorization/AuthorizationEvaluateResource.tsx,45,{t(`${resource.status?.toLowerCase()}`)}
Other,toLowerCase(),js/apps/admin-ui/src/clients/authorization/AuthorizationEvaluateResourcePolicies.tsx,62,<Td id={outerPolicy.status?.toLowerCase()}>
Other,toLowerCase(),js/apps/admin-ui/src/clients/authorization/AuthorizationEvaluateResourcePolicies.tsx,63,{t(outerPolicy.status?.toLowerCase() as string)}
Other,toLowerCase(),js/apps/admin-ui/src/clients/authorization/AuthorizationEvaluateResourcePolicies.tsx,65,<Td>{t(`${outerPolicy.policy?.decisionStrategy?.toLowerCase()}`)}</Td>
Other,toLowerCase(),js/apps/admin-ui/src/components/dynamic/MultivaluedStringComponent.tsx,37,"fieldLabel: t(label!).toLowerCase(),"
Other,toUpperCase(),js/apps/admin-ui/src/components/role-mapping/AddRoleMappingModal.tsx,134,const compareRow = ({ role: { name } }: Row) => name?.toUpperCase();
Other,toLowerCase(),js/apps/admin-ui/src/dashboard/ProviderInfo.tsx,17,"key.toLowerCase().includes(filter.toLowerCase()),"
Other,toUpperCase(),js/apps/admin-ui/src/groups/MembershipsModal.tsx,37,"return sortBy(groupsList, (group) => group.path?.toUpperCase());"
Other,toUpperCase(),js/apps/admin-ui/src/identity-providers/add/AddMapper.tsx,174,"providerId[0].toUpperCase() + providerId.substring(1),"
Other,toUpperCase(),js/apps/admin-ui/src/identity-providers/add/AddMapper.tsx,178,"providerId[0].toUpperCase() + providerId.substring(1),"
Other,toUpperCase(),js/apps/admin-ui/src/identity-providers/add/AddMapperForm.tsx,57,"key: option.toUpperCase(),"
Other,toUpperCase(),js/apps/admin-ui/src/identity-providers/add/AddMapperForm.tsx,60,controller={{ defaultValue: syncModes[0].toUpperCase() }}
Other,toLowerCase(),js/apps/admin-ui/src/permissions-configuration/permission-evaluation/PermissionsEvaluationTab.tsx,95,"COMPONENTS[selectedResourceType?.toLowerCase() || """"];"
Other,toLowerCase(),js/apps/admin-ui/src/permissions-configuration/permission-evaluation/PermissionsEvaluationTab.tsx,197,name={selectedResourceType?.toLowerCase()}
Other,toLowerCase(),js/apps/admin-ui/src/permissions-configuration/resource-types/ResourceType.tsx,34,const normalizedResourceType = resourceType.toLowerCase();
Other,toLowerCase(),js/apps/admin-ui/src/realm-settings/localization/EffectiveMessageBundles.tsx,510,)?.toLowerCase()
Other,toUpperCase(),js/apps/admin-ui/src/user-federation/UserFederationSection.tsx,82,"{p.id.toUpperCase() == ""LDAP"""
Other,toUpperCase(),js/apps/admin-ui/src/user-federation/UserFederationSection.tsx,83,? p.id.toUpperCase()
Other,toLowerCase(),js/apps/admin-ui/src/user/Organizations.tsx,125,"org.name?.toLowerCase().includes(searchTriggerText.toLowerCase()),"
Other,toUpperCase(),js/apps/admin-ui/src/user/UserConsents.tsx,34,"return sortBy(consentsList, (client) => client.clientId?.toUpperCase());"
Other,toUpperCase(),js/apps/admin-ui/src/user/UserGroups.tsx,53,"return sortBy(groupsList, (group) => group.path?.toUpperCase());"
Other,toUpperCase(),js/apps/admin-ui/src/util.ts,63,(name.charAt(0).toUpperCase() + name.slice(1)) as Capitalize<T>;
Other,toLowerCase(),js/apps/admin-ui/src/util.ts,165,? value.charAt(0).toUpperCase() + value.slice(1).toLowerCase()
Other,toUpperCase(),js/apps/admin-ui/src/util.ts,165,? value.charAt(0).toUpperCase() + value.slice(1).toLowerCase()
Other,toLowerCase(),js/libs/keycloak-admin-client/src/resources/agent.ts,282,"key.toLowerCase() === ""accept"" &&"
Other,toUpperCase(),js/libs/keycloak-admin-client/src/utils/auth.ts,64,"(c) => `%${c.charCodeAt(0).toString(16).toUpperCase()}`,"
Other,toLowerCase(),js/libs/keycloak-admin-client/test/crossRealm.spec.ts,31,const username = faker.internet.username().toLowerCase();
Other,toLowerCase(),js/libs/ui-shared/src/controls/select-control/TypeaheadSelectControl.tsx,81,"getValue(option).toLowerCase().startsWith(filterValue.toLowerCase()),"
Other,toLowerCase(),js/libs/ui-shared/src/controls/table/KeycloakDataTable.tsx,484,.toLowerCase()
Other,toLowerCase(),js/libs/ui-shared/src/controls/table/KeycloakDataTable.tsx,485,".includes(search.toLowerCase()),"
Other,toLowerCase(),js/libs/ui-shared/src/controls/table/ListEmptyState.tsx,64,.toLowerCase()}-empty-action`}
Other,toLowerCase(),js/libs/ui-shared/src/controls/table/ListEmptyState.tsx,80,.toLowerCase()}-empty-action`}
Other,toLowerCase(),js/libs/ui-shared/src/scroll-form/ScrollForm.tsx,48,const scrollId = spacesToHyphens(title.toLowerCase());
Other,toLowerCase(),js/libs/ui-shared/src/scroll-form/ScrollForm.tsx,80,const scrollId = spacesToHyphens(title.toLowerCase());
Other,toLowerCase(),js/libs/ui-shared/src/user-profile/SelectComponent.tsx,53,"fetchLabel(o)!.toLowerCase().includes(filter.toLowerCase()),"
Other,toLowerCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserAdapter.java,98,email = email == null ? null : email.toLowerCase();
Other,toLowerCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserAdapter.java,150,username = username==null ? null : username.toLowerCase();
Other,toLowerCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserCacheSession.java,266,String username = rawUsername.toLowerCase();
Other,toLowerCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserCacheSession.java,435,String email = rawEmail.toLowerCase();
Other,toLowerCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserCacheSession.java,564,username = username.toLowerCase();
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/authorization/jpa/store/JPAPermissionTicketStore.java,282,"query.setParameter(""resourceName"", ""%"" + name.toLowerCase() + ""%"");"
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/connections/jpa/DefaultJpaConnectionProviderFactory.java,118,"for (Map.Entry<Object, Object> query : loadSpecificNamedQueries(dbKind.toLowerCase()).entrySet()) {"
Other,toUpperCase(),model/jpa/src/main/java/org/keycloak/connections/jpa/updater/liquibase/UpdatedMariaDBDatabase.java,34,return super.isReservedWord(string) || RESERVED_WORDS.contains(string.toUpperCase());
Other,toUpperCase(),model/jpa/src/main/java/org/keycloak/connections/jpa/updater/liquibase/UpdatedMySqlDatabase.java,34,return super.isReservedWord(string) || RESERVED_WORDS.contains(string.toUpperCase());
Other,toUpperCase(),model/jpa/src/main/java/org/keycloak/connections/jpa/util/JpaUtils.java,125,String upperCased = jpaEntityProviderFactoryId.toUpperCase();
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/connections/jpa/util/JpaUtils.java,257,return productName.toLowerCase();
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/models/jpa/JpaRealmProvider.java,385,"search = ""%"" + search.trim().toLowerCase() + ""%"";"
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/models/jpa/JpaRealmProvider.java,435,"query.setParameter(""search"", ""%"" + search.trim().toLowerCase() + ""%"");"
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/models/jpa/JpaUserProvider.java,522,"query.setParameter(""username"", username.toLowerCase());"
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/models/jpa/JpaUserProvider.java,532,"query.setParameter(""email"", email.toLowerCase());"
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/models/jpa/JpaUserProvider.java,993,value = value.toLowerCase();
Other,toUpperCase(),model/jpa/src/main/java/org/keycloak/organization/jpa/JpaOrganizationProvider.java,388,".equal(groupMembership.get(MembershipType.NAME), filter.getValue().toUpperCase()));"
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/organization/jpa/JpaOrganizationProvider.java,412,value = value.toLowerCase();
Other,toLowerCase(),model/jpa/src/main/java/org/keycloak/storage/jpa/JpaHashUtils.java,89,"Objects.equals(longAttrEntry.getKey().toLowerCase(), userAttribute.getName().toLowerCase())"
Other,toLowerCase(),model/storage-private/src/main/java/org/keycloak/migration/migrators/MigrateTo1_2_0.java,53,"roleModel.setDescription(""${role_"" + role.toLowerCase().replaceAll(""_"", ""-"") + ""}"");"
Other,toUpperCase(),operator/src/main/java/org/keycloak/operator/controllers/KeycloakDistConfigurator.java,208,return KC_PREFIX + replaceNonAlphanumericByUnderscores(kcConfigName).toUpperCase();
Other,toLowerCase(),operator/src/main/java/org/keycloak/operator/controllers/KeycloakServiceMonitorDependentResource.java,116,.withScheme(endpoint.protocol().toLowerCase())
Other,toLowerCase(),operator/src/main/java/org/keycloak/operator/controllers/WatchedResources.java,102,".put(WatchedResources.KEYCLOAK_WATCHED_HASH_ANNOTATION_PREFIX + HasMetadata.getKind(type).toLowerCase() + ""-hash"", Utils.hash(current));"
Other,toLowerCase(),quarkus/config-api/src/main/java/org/keycloak/config/FeatureOptions.java,51,features.add(Profile.Feature.Type.PREVIEW.name().toLowerCase());
Other,toLowerCase(),quarkus/deployment/src/main/java/org/keycloak/quarkus/deployment/KeycloakProcessor.java,632,"for (Entry<Object, Object> query : loadSpecificNamedQueries(dbKind.toLowerCase()).entrySet()) {"
Other,toUpperCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/Configuration.java,170,return replaceNonAlphanumericByUnderscores(key).toUpperCase();
Other,toUpperCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/KcEnvConfigSource.java,53,String kcPrefix = replaceNonAlphanumericByUnderscores(NS_KEYCLOAK_PREFIX.toUpperCase());
Other,toLowerCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/KcEnvConfigSource.java,71,"transformedKey = NS_KEYCLOAK_PREFIX + baseKey.toLowerCase().replace(""_"", ""-"");"
Other,toLowerCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/mappers/ExportPropertyMappers.java,88,var sameFileIsSpecified = UsersExportStrategy.SAME_FILE.toString().toLowerCase().equals(value.getValue());
Other,toLowerCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/mappers/FeaturePropertyMappers.java,55,if (feature.equals(Profile.Feature.Type.PREVIEW.name().toLowerCase())) {
Other,toUpperCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/mappers/HostnameV2PropertyMappers.java,87,"if (!url.getProtocol().toUpperCase().equals(""HTTPS"")) {"
Other,toLowerCase(),quarkus/runtime/src/main/java/org/keycloak/quarkus/runtime/configuration/mappers/WildcardPropertyMapper.java,140,"return Optional.ofNullable(getFrom(envKey.substring(fromPrefix.length()).toLowerCase().replace('_', replacementChar)));"
Other,toLowerCase(),quarkus/runtime/src/test/java/org/keycloak/config/EventOptionsTest.java,48,String value = event.name().toLowerCase();
Other,toUpperCase(),quarkus/runtime/src/test/java/org/keycloak/quarkus/runtime/cli/PicocliTest.java,147,"assertFalse(nonRunningPicocli.getOutString(), nonRunningPicocli.getOutString().toUpperCase().contains(""WARN""));"
Other,toUpperCase(),quarkus/runtime/src/test/java/org/keycloak/quarkus/runtime/cli/PicocliTest.java,148,"assertFalse(nonRunningPicocli.getOutString(), nonRunningPicocli.getOutString().toUpperCase().contains(""ERROR""));"
Other,toUpperCase(),quarkus/runtime/src/test/java/org/keycloak/quarkus/runtime/cli/PicocliTest.java,392,"assertFalse(out, out.toUpperCase().contains(""WARN""));"
Other,toUpperCase(),quarkus/tests/integration/src/test/java/org/keycloak/it/cli/dist/StartDevCommandDistTest.java,50,String out = cliResult.getOutput().toUpperCase();
Other,toLowerCase(),server-spi-private/src/main/java/org/keycloak/broker/provider/BrokeredIdentityContext.java,99,return username == null ? null : username.toLowerCase();
Other,toUpperCase(),server-spi-private/src/main/java/org/keycloak/models/DefaultOAuth2DeviceUserCodeProvider.java,47,"return String.join("""", userCode.split(DELIMITER)).toUpperCase();"
Other,toLowerCase(),server-spi-private/src/main/java/org/keycloak/models/ImpersonationSessionNote.java,22,"return this.toString().toLowerCase().replace('_', '.');"
Other,toLowerCase(),server-spi-private/src/main/java/org/keycloak/models/UserModelDefaultMethods.java,53,email = email == null || email.trim().isEmpty() ? null : email.toLowerCase();
Other,toUpperCase(),server-spi-private/src/main/java/org/keycloak/models/utils/DefaultRequiredActions.java,359,String upperCase = providerId.toUpperCase();
Other,toLowerCase(),server-spi-private/src/main/java/org/keycloak/models/utils/KeycloakModelUtils.java,634,return str == null ? null : str.toLowerCase();
Other,toUpperCase(),server-spi-private/src/main/java/org/keycloak/models/utils/TimeBasedOTP.java,60,String steps = Long.toHexString(T).toUpperCase();
Other,toUpperCase(),server-spi-private/src/main/java/org/keycloak/models/utils/TimeBasedOTP.java,88,String steps = Long.toHexString(adjustedInterval).toUpperCase();
Other,toLowerCase(),server-spi-private/src/main/java/org/keycloak/storage/adapter/AbstractInMemoryUserAdapter.java,78,username = username==null ? null : username.toLowerCase();
Other,toLowerCase(),server-spi/src/main/java/org/keycloak/models/OrganizationDomainModel.java,43,this.name = name == null ? null : name.trim().toLowerCase();
Other,toLowerCase(),server-spi/src/main/java/org/keycloak/models/UserModel.java,179,if (search != null) search = search.toLowerCase();
Other,toLowerCase(),server-spi/src/main/java/org/keycloak/models/UserModel.java,204,String s = search.toLowerCase();
Other,toUpperCase(),server-spi/src/main/java/org/keycloak/models/utils/HmacOTP.java,59,String steps = Integer.toHexString(counter).toUpperCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/authentication/ClientAuthenticationFlow.java,179,String errorAsString = result.getError().toString().toLowerCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/authentication/authenticators/x509/CertificateValidator.java,516,extendedKeyUsage.forEach(s -> ekuList.add(s.toLowerCase()));
Other,toUpperCase(),services/src/main/java/org/keycloak/authentication/requiredactions/TermsAndConditions.java,83,context.getUser().removeAttribute(USER_ATTRIBUTE.toUpperCase());
Other,toLowerCase(),services/src/main/java/org/keycloak/connections/httpclient/DefaultHttpClientFactory.java,442,String value = System.getenv(name.toLowerCase());
Other,toUpperCase(),services/src/main/java/org/keycloak/connections/httpclient/DefaultHttpClientFactory.java,444,value = System.getenv(name.toUpperCase());
Other,toLowerCase(),services/src/main/java/org/keycloak/email/freemarker/FreeMarkerEmailTemplateProvider.java,117,"send(toCamelCase(event.getType()) + ""Subject"", ""event-"" + event.getType().toString().toLowerCase() + "".ftl"", attributes);"
Other,toLowerCase(),services/src/main/java/org/keycloak/email/freemarker/FreeMarkerEmailTemplateProvider.java,316,"for (String s : event.name().toLowerCase().split(""_"")) {"
Other,toLowerCase(),services/src/main/java/org/keycloak/email/freemarker/beans/AdminEventBean.java,40,return adminEvent.getOperationType().toString().toLowerCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/email/freemarker/beans/EventBean.java,42,"return event.getType().toString().toLowerCase().replace(""_"", "" "");"
Other,toLowerCase(),services/src/main/java/org/keycloak/forms/login/freemarker/model/UrlBean.java,100,"return getThemeRootUri().toString() + ""/"" + theme.getType().toString().toLowerCase() +""/"" + theme.getName();"
Other,toLowerCase(),services/src/main/java/org/keycloak/forms/login/freemarker/model/UrlBean.java,121,"return uri.getPath() + ""/"" + theme.getType().toString().toLowerCase() +""/"" + theme.getName();"
Other,toUpperCase(),services/src/main/java/org/keycloak/headers/DefaultSecurityHeadersProvider.java,156,String method = requestContext.getMethod().toUpperCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/protocol/oidc/OIDCLoginProtocol.java,182,"this.event.detail(Details.RESPONSE_MODE, this.responseMode.toString().toLowerCase());"
Other,toLowerCase(),services/src/main/java/org/keycloak/protocol/oidc/TokenManager.java,1401,return tokenType.toLowerCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/protocol/oidc/endpoints/AuthorizationEndpointChecker.java,172,"event.detail(Details.RESPONSE_MODE, parsedResponseMode.toString().toLowerCase());"
Other,toLowerCase(),services/src/main/java/org/keycloak/protocol/oidc/endpoints/request/AuthorizationEndpointRequestParserProcessor.java,138,"return requestUri.toLowerCase().startsWith(""urn:ietf:params:oauth:request_uri:"")"
Other,toLowerCase(),services/src/main/java/org/keycloak/provider/FileSystemProviderLoaderFactory.java,74,"return name.toLowerCase().endsWith("".jar"");"
Other,toLowerCase(),services/src/main/java/org/keycloak/services/clientregistration/ClientRegistrationTokenUtils.java,59,regToken.setRegistrationAuth(auth.getRegistrationAuth().toString().toLowerCase());
Other,toLowerCase(),services/src/main/java/org/keycloak/services/clientregistration/ClientRegistrationTokenUtils.java,81,regToken.setRegistrationAuth(registrationAuth.toString().toLowerCase());
Other,toLowerCase(),services/src/main/java/org/keycloak/services/clientregistration/oidc/DescriptionConverter.java,483,response.setSubjectType(subjectType.toString().toLowerCase());
Other,toLowerCase(),services/src/main/java/org/keycloak/services/clientregistration/policy/ClientRegistrationPolicyManager.java,137,return authType.toString().toLowerCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/services/clientregistration/policy/impl/TrustedHostClientRegistrationPolicy.java,203,String lower = hostAddress == null ? null : hostAddress.toLowerCase();
